City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
342,al ghayzah,16.2079,52.176,22.47,61,16,2.34,YE,2023-12-12
343,wanning,18.8003,110.3967,22.6,89,53,2.36,CN,2023-12-12
344,dunedin,-45.8742,170.5036,13.22,51,87,4.02,NZ,2023-12-12
345,northam,51.0333,-4.2167,13.7,96,73,6.59,GB,2023-12-12
346,papao,-17.75,-149.55,30.82,80,95,11.12,PF,2023-12-12
347,gaiman,-43.2897,-65.4929,19.91,38,28,0.7,AR,2023-12-12
348,naama,33.2667,-0.3167,11.63,21,99,2.4,DZ,2023-12-12
349,east end,34.5507,-92.341,9.78,63,8,1.77,US,2023-12-12
350,faya-largeau,17.9257,19.1043,18.05,37,0,8.62,TD,2023-12-12
351,tibanbang,6.6315,126.1055,26.69,78,86,2.32,PH,2023-12-12
352,roxas,11.5853,122.7511,25.64,84,92,5.02,PH,2023-12-12
353,harstad,68.799,16.5293,-1.03,93,69,2.21,NO,2023-12-12
354,gambela,8.25,34.5833,26.16,47,3,1.34,ET,2023-12-12
355,wuhai,39.6647,106.8122,-1.17,47,0,5.56,CN,2023-12-12
356,bogande,12.9714,-0.1436,21.61,20,11,4.26,BF,2023-12-12
357,vryburg,-26.9566,24.7284,18.12,68,0,1.92,ZA,2023-12-12
358,vernal,40.4555,-109.5287,3.84,46,0,1.34,US,2023-12-12
359,claveria,18.6074,121.0832,25.72,82,53,5.06,PH,2023-12-12
360,greenville,35.6127,-77.3663,4.01,92,0,0.0,US,2023-12-12
361,montmagny,48.9734,2.3469,11.8,94,100,2.57,FR,2023-12-12
362,fuling,29.7022,107.3919,13.2,92,91,0.4,CN,2023-12-12
363,gaogou,34.0175,119.1886,-0.25,81,98,4.2,CN,2023-12-12
364,palikir - national government center,6.9248,158.1611,30.47,70,75,2.57,FM,2023-12-12
365,port lincoln,-34.7333,135.8667,20.18,51,59,5.98,AU,2023-12-12
366,aral,40.5156,81.2636,-2.65,55,68,1.49,CN,2023-12-12
367,bac lieu,9.285,105.7244,25.48,88,60,5.37,VN,2023-12-12
368,taoudenni,22.6783,-3.9836,19.18,24,20,5.53,ML,2023-12-12
369,takestan,36.0696,49.6959,5.68,76,100,0.77,IR,2023-12-12
370,dapa,9.7594,126.0531,27.52,77,81,2.52,PH,2023-12-12
371,salalah,17.0151,54.0924,23.05,27,0,4.12,OM,2023-12-12
372,villa gesell,-37.2639,-56.973,20.03,88,66,7.11,AR,2023-12-12
373,crane,31.3974,-102.3501,13.61,20,14,3.42,US,2023-12-12
374,hirara,24.8,125.2833,22.92,100,75,8.23,JP,2023-12-12
375,juuka,63.2333,29.25,-12.32,96,100,2.14,FI,2023-12-12
376,nago,26.5881,127.9761,22.24,87,95,5.98,JP,2023-12-12
377,bodo,67.28,14.405,-4.01,68,0,9.77,NO,2023-12-12
378,ta`u,-14.2336,-169.5144,26.43,89,99,8.69,AS,2023-12-12
379,boguchany,58.3814,97.4531,-28.97,96,100,0.45,RU,2023-12-12
380,arsen'yev,44.1631,133.2733,-15.32,66,100,1.85,RU,2023-12-12
381,colares,38.7992,-9.4469,19.07,98,100,6.26,PT,2023-12-12
382,san julian,21.0167,-102.1667,9.64,85,100,1.91,MX,2023-12-12
383,vainode,56.4333,21.8667,-3.01,99,100,1.95,LV,2023-12-12
384,remire-montjoly,4.9167,-52.2667,28.02,78,0,2.06,GF,2023-12-12
385,chigorodo,7.6664,-76.6811,25.75,95,75,1.38,CO,2023-12-12
386,kolosovka,56.4678,73.611,-31.73,97,12,3.12,RU,2023-12-12
387,afaahiti,-17.75,-149.2833,29.93,80,94,9.73,PF,2023-12-12
388,georgetown,5.4112,100.3354,27.19,92,20,1.54,MY,2023-12-12
389,zaragoza,41.6561,-0.8773,16.93,71,0,3.6,ES,2023-12-12
390,pandan,14.0453,124.1694,27.43,83,96,3.61,PH,2023-12-12
391,junin,-34.5838,-60.9433,24.82,35,75,4.93,AR,2023-12-12
392,amahai,-3.3333,128.9167,28.78,70,98,1.66,ID,2023-12-12
393,kalemie,-5.9475,29.1947,21.86,88,100,0.71,CD,2023-12-12
394,saldanha,-33.0117,17.9442,16.03,89,61,10.07,ZA,2023-12-12
395,pathein,16.7833,94.7333,21.86,90,7,2.63,MM,2023-12-12
396,camana,-16.6228,-72.7111,20.78,82,49,3.16,PE,2023-12-12
397,yerofey pavlovich,53.9667,121.9667,-33.35,96,11,1.44,RU,2023-12-12
398,bochum,51.4833,7.2167,8.81,79,99,1.79,DE,2023-12-12
399,turkmenbasy,40.0222,52.9552,-1.57,64,100,8.75,TM,2023-12-12
400,greymouth,-42.4667,171.2,13.93,60,70,9.05,NZ,2023-12-12
401,ondjiva,-17.0667,15.7333,24.02,69,0,4.63,AO,2023-12-12
402,kavaratti,10.5669,72.642,28.23,72,67,1.88,IN,2023-12-12
403,moundou,8.5667,16.0833,20.56,26,85,2.05,TD,2023-12-12
404,yueyang,29.3333,113.0919,3.64,80,43,2.67,CN,2023-12-12
405,kayangel,8.0823,134.7173,28.29,75,64,6.91,PW,2023-12-12
406,praia,14.9215,-23.5087,23.3,78,35,4.63,CV,2023-12-12
407,barra do garcas,-15.89,-52.2567,23.0,93,100,0.27,BR,2023-12-12
408,rabigh,22.7986,39.0349,27.04,73,98,4.74,SA,2023-12-12
409,lesnikovo,55.2822,65.3175,-29.56,96,6,2.24,RU,2023-12-12
410,chinde,26.8418,88.0763,9.44,61,4,1.98,NP,2023-12-12
411,ungsang-nodongjagu,42.3578,130.4622,-6.8,53,57,3.44,KP,2023-12-12
412,kendari,-3.945,122.4989,27.15,86,100,0.95,ID,2023-12-12
413,klyuchi,52.2667,79.1667,-24.36,87,34,6.32,RU,2023-12-12
414,puerto la cruz,10.2167,-64.6167,25.31,90,96,4.87,VE,2023-12-12
415,augusto correa,-1.0217,-46.635,26.43,79,45,2.91,BR,2023-12-12
416,as sulayyil,20.4607,45.5779,14.14,31,69,3.18,SA,2023-12-12
417,wajir,1.7471,40.0573,26.27,72,97,4.42,KE,2023-12-12
418,thames,-37.1333,175.5333,19.01,52,84,7.35,NZ,2023-12-12
419,selah,46.654,-120.5301,6.91,78,75,4.12,US,2023-12-12
420,lompoc,34.6391,-120.4579,18.34,69,0,7.2,US,2023-12-12
421,gorontalo,0.5412,123.0595,27.59,82,32,1.48,ID,2023-12-12
422,battagram,34.6772,73.0233,7.08,34,61,2.46,PK,2023-12-12
423,lethem,3.3803,-59.7968,29.04,57,85,5.95,GY,2023-12-12
424,bodaybo,57.8506,114.1933,-28.83,99,100,0.4,RU,2023-12-12
425,north las vegas,36.1989,-115.1175,15.19,17,0,2.06,US,2023-12-12
426,rio grande,-32.035,-52.0986,22.06,85,21,7.24,BR,2023-12-12
427,aykhal,66.0,111.5,-26.28,99,100,2.06,RU,2023-12-12
428,patterson,37.4716,-121.1297,15.86,47,48,2.6,US,2023-12-12
429,severo-yeniseyskiy,60.3725,93.0408,-40.24,100,69,0.45,RU,2023-12-12
430,nova xavantina,-14.6667,-52.35,24.04,87,99,0.8,BR,2023-12-12
431,baoying,33.2292,119.3092,1.18,77,95,4.82,CN,2023-12-12
432,port moresby,-9.4431,147.1797,31.68,62,40,5.14,PG,2023-12-12
433,amble,55.3333,-1.5833,1.08,100,25,1.54,GB,2023-12-12
434,isangel,-19.55,169.2667,27.06,61,75,6.17,VU,2023-12-12
435,holualoa,19.6228,-155.9522,26.97,82,40,3.6,US,2023-12-12
436,geraldton,-28.7667,114.6,32.23,15,0,7.72,AU,2023-12-12
437,nagato,34.3833,131.2,15.2,85,100,9.48,JP,2023-12-12
438,karasuk,53.7377,78.0403,-28.31,92,6,6.27,RU,2023-12-12
439,portland,45.5234,-122.6762,11.58,93,100,2.06,US,2023-12-12
440,colonia,50.9333,6.95,9.42,80,75,3.09,DE,2023-12-12
441,siran,40.1894,39.1267,4.05,98,100,1.86,TR,2023-12-12
442,machico,32.7,-16.7667,20.07,82,20,2.57,PT,2023-12-12
443,kitimat,54.0524,-128.6534,0.38,65,64,0.06,CA,2023-12-12
444,grand falls-windsor,48.9332,-55.6649,13.61,88,100,4.02,CA,2023-12-12
445,choyr,46.3611,108.3611,-20.13,93,90,2.35,MN,2023-12-12
446,pacocha,-17.5833,-71.3333,19.47,87,60,0.89,PE,2023-12-12
447,mammoth lakes,37.6485,-118.9721,6.4,21,0,4.12,US,2023-12-12
448,balakirevo,56.5059,38.8432,-8.05,91,100,6.73,RU,2023-12-12
449,kapa'a,22.0752,-159.319,27.99,84,40,4.63,US,2023-12-12
450,villa la angostura,-40.7617,-71.6463,9.16,94,100,3.04,AR,2023-12-12
451,yacimiento rio turbio,-51.5732,-72.3508,6.2,68,53,2.08,AR,2023-12-12
452,poronaysk,49.2167,143.1167,-15.01,79,34,2.02,RU,2023-12-12
453,arkhipo-osipovka,44.37,38.52,9.24,77,100,2.02,RU,2023-12-12
454,moscow,55.7522,37.6156,-6.71,94,100,6.01,RU,2023-12-12
455,san fernando de apure,7.8878,-67.4724,29.26,53,90,1.68,VE,2023-12-12
456,bei'an,24.5399,109.533,12.03,78,100,5.1,CN,2023-12-12
457,pueblo nuevo,23.3833,-105.3833,14.2,54,11,0.78,MX,2023-12-12
458,cabedelo,-6.9811,-34.8339,26.37,74,1,5.29,BR,2023-12-12
459,queenstown,-31.8976,26.8753,15.03,79,52,1.24,ZA,2023-12-12
460,pigeon forge,35.7884,-83.5543,3.43,83,0,0.45,US,2023-12-12
461,nouadhibou,20.931,-17.0347,20.99,43,17,4.63,MR,2023-12-12
462,mezhdurechenskiy,59.6,65.9333,-29.62,93,49,2.48,RU,2023-12-12
463,nema,57.5067,50.5011,-19.81,86,100,5.51,RU,2023-12-12
464,kamphaeng phet,16.25,99.5,22.75,85,40,1.39,TH,2023-12-12
465,urangan,-25.3,152.9,25.91,60,76,5.82,AU,2023-12-12
466,camacari,-12.6975,-38.3242,26.87,85,33,3.66,BR,2023-12-12
467,kristiansund,63.1115,7.732,-1.64,74,38,1.54,NO,2023-12-12
468,ar ruways,24.1103,52.7306,21.46,67,49,1.9,AE,2023-12-12
469,tsiombe,-25.3,45.4833,23.66,93,62,0.81,MG,2023-12-12
470,najran,17.4924,44.1277,10.36,36,4,0.37,SA,2023-12-12
471,palmer,42.1584,-72.3287,3.81,64,40,1.34,US,2023-12-12
472,laascaanood,8.4774,47.3597,20.29,72,52,3.49,SO,2023-12-12
473,inhambane,-23.865,35.3833,25.63,95,100,3.72,MZ,2023-12-12
474,nykarleby,63.5228,22.5307,-8.92,95,99,2.05,FI,2023-12-12
475,piracanjuba,-17.3028,-49.0167,21.78,84,97,1.21,BR,2023-12-12
476,plettenberg bay,-34.0527,23.3716,15.28,81,0,3.38,ZA,2023-12-12
477,dongcun,36.7767,121.1597,-0.74,84,100,5.69,CN,2023-12-12
478,da nang,16.0678,108.2208,22.99,94,20,1.03,VN,2023-12-12
479,yeed,4.55,43.0333,27.29,55,96,1.01,SO,2023-12-12
480,acarau,-2.8856,-40.12,26.74,79,14,7.44,BR,2023-12-12
481,yeniseysk,58.4497,92.1703,-32.81,99,36,0.89,RU,2023-12-12
482,belmonte,-15.8631,-38.8828,25.3,84,53,4.75,BR,2023-12-12
483,acapulco de juarez,16.8634,-99.8901,28.9,74,100,1.54,MX,2023-12-12
484,puerto madero,14.7208,-92.4215,28.11,100,20,0.0,MX,2023-12-12
485,los banos,14.1667,121.1833,28.27,80,53,3.15,PH,2023-12-12
486,prymors'k,46.7348,36.3443,5.67,87,100,7.1,UA,2023-12-12
487,itoman,26.1247,127.6694,23.01,83,75,7.2,JP,2023-12-12
488,port douglas,-16.4833,145.4667,31.29,58,56,3.47,AU,2023-12-12
489,selfoss,63.9331,-20.9971,-5.0,92,54,2.51,IS,2023-12-12
490,rudnyy,52.9594,63.1206,-32.87,97,8,2.77,KZ,2023-12-12
491,victorica,-36.2151,-65.4359,20.3,82,33,9.26,AR,2023-12-12
492,foley,30.4066,-87.6836,12.08,66,0,0.0,US,2023-12-12
493,lucapa,-8.4192,20.7447,18.76,99,98,0.99,AO,2023-12-12
494,tefe,-3.3542,-64.7114,26.06,94,40,2.57,BR,2023-12-12
495,bahia blanca,-38.7196,-62.2724,29.9,26,56,4.02,AR,2023-12-12
496,beyneu,45.3167,55.2,-14.26,34,8,9.72,KZ,2023-12-12
497,dryden,49.7833,-92.7503,-5.84,100,100,5.14,CA,2023-12-12
498,luis correia,-2.8792,-41.6669,27.33,77,48,7.22,BR,2023-12-12
499,tbeng meanchey,13.8167,104.9667,22.14,78,100,1.62,KH,2023-12-12
500,saint-philippe,-21.3585,55.7679,21.77,81,66,4.2,RE,2023-12-12
501,gerash,27.6652,54.1371,4.08,25,85,1.0,IR,2023-12-12
502,saynshand,44.8824,110.1163,-14.43,93,100,4.21,MN,2023-12-12
503,kupang,-10.1667,123.5833,28.32,94,75,2.57,ID,2023-12-12
504,trairi,-3.2778,-39.2689,26.64,76,14,5.23,BR,2023-12-12
505,dwarka,22.2394,68.9678,21.76,57,90,2.5,IN,2023-12-12
506,okhotsk,59.3833,143.3,-9.41,91,100,2.43,RU,2023-12-12
507,san luis de la loma,17.2706,-100.8939,26.98,76,95,0.1,MX,2023-12-12
508,kigorobya,1.6162,31.3089,19.42,89,42,1.79,UG,2023-12-12
509,thunder bay,48.4001,-89.3168,-2.01,74,100,5.66,CA,2023-12-12
510,owo,7.1962,5.5868,24.92,69,89,1.26,NG,2023-12-12
511,halden,59.1226,11.3871,-0.76,93,94,3.17,NO,2023-12-12
512,querecotillo,-4.8378,-80.6456,25.58,59,10,7.3,PE,2023-12-12
513,quellon,-43.1167,-73.6167,10.55,87,100,3.3,CL,2023-12-12
514,kyshtovka,56.555,76.6271,-29.81,96,17,3.58,RU,2023-12-12
515,meadow lake,34.8014,-106.5436,8.04,28,100,1.35,US,2023-12-12
516,jean-rabel,19.8533,-73.1917,25.48,87,28,4.99,HT,2023-12-12
517,vila velha,-20.3297,-40.2925,26.97,82,40,5.14,BR,2023-12-12
518,ossi,40.6772,8.5928,14.27,92,72,4.07,IT,2023-12-12
519,changzhi,35.2089,111.7386,-0.75,97,58,1.25,CN,2023-12-12
520,dubbo,-32.25,148.6167,31.07,40,1,5.66,AU,2023-12-12
521,el granada,37.5027,-122.4694,17.12,72,75,5.14,US,2023-12-12
522,hecun,36.5333,114.1111,-7.72,95,50,1.8,CN,2023-12-12
523,akrehamn,59.2667,5.1833,4.12,75,100,3.09,NO,2023-12-12
524,mahalapye,-23.1041,26.8142,20.29,84,6,6.27,BW,2023-12-12
525,sao felix do xingu,-6.6447,-51.995,23.09,97,96,0.56,BR,2023-12-12
526,bikenibeu village,1.3673,173.1241,28.52,73,85,1.79,KI,2023-12-12
527,marataizes,-21.0433,-40.8244,24.0,93,100,3.66,BR,2023-12-12
528,letlhakane,-21.4167,25.5833,24.53,59,37,4.77,BW,2023-12-12
529,bakanas,44.8081,76.2772,-10.01,83,100,4.05,KZ,2023-12-12
530,anatuya,-28.4606,-62.8347,25.74,43,0,5.08,AR,2023-12-12
531,saint-pierre,-21.3393,55.4781,22.54,78,0,2.57,RE,2023-12-12
532,dubrovnik,42.6481,18.0922,10.8,66,0,4.12,HR,2023-12-12
533,tughyl,47.7252,84.2063,-12.81,87,100,7.11,KZ,2023-12-12
534,saint-francois,46.4154,3.9054,12.58,100,0,2.57,FR,2023-12-12
535,newberg,45.3001,-122.9732,11.3,88,75,3.09,US,2023-12-12
536,cam ranh,11.9214,109.1591,24.98,88,20,1.54,VN,2023-12-12
537,nizhnyaya tavda,57.6731,66.1725,-31.88,98,8,1.47,RU,2023-12-12
538,sinop,41.7711,34.8709,7.29,83,100,1.0,TR,2023-12-12
539,stornoway,58.2093,-6.3865,5.98,82,97,6.17,GB,2023-12-12
540,sao vicente,-23.9631,-46.3919,23.1,26,97,2.38,BR,2023-12-12
541,subtanjalla,-14.0189,-75.7581,23.26,55,6,4.86,PE,2023-12-12
542,taroa,8.7058,171.2275,27.64,74,52,9.26,MH,2023-12-12
543,addlestone,51.3713,-0.4935,10.68,88,75,2.06,GB,2023-12-12
544,feodosiya,45.0333,35.3833,8.68,90,100,3.05,UA,2023-12-12
545,kurinjippadi,11.5667,79.6,23.58,84,88,3.9,IN,2023-12-12
546,burutu,5.3509,5.5076,26.85,80,69,2.39,NG,2023-12-12
547,xilin hot,43.9667,116.0333,-18.18,97,99,0.96,CN,2023-12-12
548,san antonio,29.4241,-98.4936,15.86,34,0,3.09,US,2023-12-12
549,garoua,9.3,13.4,21.6,28,23,0.28,CM,2023-12-12
550,dingli,35.8614,14.3822,16.56,88,20,3.09,MT,2023-12-12
